ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001937352-22-000002	021-459677               	23-SEP-2022		X0708	D	LIVE		
0001841082-22-000001	021-459676               	23-SEP-2022		X0708	D	LIVE		
0000919574-22-005656	021-203945               	23-SEP-2022		X0708	D/A	LIVE		
0001947934-22-000001	021-459675               	23-SEP-2022		X0708	D	LIVE		
0000919574-22-005654	021-203944               	23-SEP-2022		X0708	D/A	LIVE		
0001104659-22-102539	021-459674               	23-SEP-2022		X0708	D	LIVE		
0001756019-22-000001	021-323627               	23-SEP-2022		X0708	D/A	LIVE		
0001944387-22-000001	021-459673               	23-SEP-2022		X0708	D	LIVE		
0001170056-22-000001	021-41273                	23-SEP-2022		X0708	D/A	LIVE		
0001124791-22-000001	021-126363               	23-SEP-2022		X0708	D/A	LIVE		
0000919574-22-005651	021-271619               	23-SEP-2022		X0708	D/A	LIVE		
0000919574-22-005649	021-112028               	23-SEP-2022		X0708	D/A	LIVE		
0001884654-22-000001	021-414606               	23-SEP-2022		X0708	D/A	LIVE		
0000943663-22-000135	021-459672               	23-SEP-2022		X0708	D	LIVE		
0000919574-22-005647	021-271767               	23-SEP-2022		X0708	D/A	LIVE		
0000919574-22-005645	021-257271               	23-SEP-2022		X0708	D/A	LIVE		
0001940976-22-000002	021-457954               	23-SEP-2022		X0708	D/A	LIVE		
0001501011-22-000001	021-148065               	23-SEP-2022		X0708	D/A	LIVE		
0001946610-22-000002	021-459671               	23-SEP-2022		X0708	D	LIVE		
0000902664-22-004345	021-459670               	23-SEP-2022		X0708	D	LIVE		
0000902664-22-004344	021-322252               	23-SEP-2022		X0708	D/A	LIVE		
0000902664-22-004343	021-117616               	23-SEP-2022		X0708	D/A	LIVE		
0000902664-22-004342	021-102257               	23-SEP-2022		X0708	D/A	LIVE		
0000902664-22-004341	021-128688               	23-SEP-2022		X0708	D/A	LIVE		
0000902664-22-004340	021-76867                	23-SEP-2022		X0708	D/A	LIVE		
0000932440-22-000055	021-447300               	23-SEP-2022		X0708	D/A	LIVE		
0001947260-22-000004	021-459339               	23-SEP-2022		X0708	D/A	LIVE		
0000902664-22-004339	021-248417               	23-SEP-2022		X0708	D/A	LIVE		
0000902664-22-004338	021-248416               	23-SEP-2022		X0708	D/A	LIVE		
0001943053-22-000004	021-459669               	23-SEP-2022		X0708	D	LIVE		
0000899083-22-000002	021-128442               	23-SEP-2022		X0708	D/A	LIVE		
0000899083-22-000001	021-89908-3N             	23-SEP-2022		X0708	D/A	LIVE		
0001936061-22-000002	021-459668               	23-SEP-2022		X0708	D	LIVE		
0001890257-22-000179	021-459664               	23-SEP-2022		X0708	D	LIVE		
0001654954-22-012866	021-459660               	23-SEP-2022		X0708	D	LIVE		
0001944074-22-000005	021-459663               	23-SEP-2022		X0708	D	LIVE		
0001683168-22-006541	021-459666               	23-SEP-2022		X0708	D	LIVE		
0001947755-22-000001	021-459661               	23-SEP-2022		X0708	D	LIVE		
0001947543-22-000001	021-459662               	23-SEP-2022		X0708	D	LIVE		
0001937855-22-000011	021-452202               	23-SEP-2022		X0708	D/A	LIVE		
0001501571-22-000003	021-148934               	23-SEP-2022		X0708	D/A	LIVE		
0001685325-22-000001	021-271156               	23-SEP-2022		X0708	D/A	LIVE		
0001771065-22-000002	021-335427               	23-SEP-2022		X0708	D/A	LIVE		
0001870781-22-000001	021-407639               	23-SEP-2022		X0708	D/A	LIVE		
0001779303-22-000001	021-459667               	23-SEP-2022	5045	X0708	D	LIVE		
0001683168-22-006540	021-459665               	23-SEP-2022		X0708	D	LIVE		
0001671375-22-000002	021-261354               	23-SEP-2022		X0708	D/A	LIVE		
0001947695-22-000002	021-459659               	23-SEP-2022		X0708	D	LIVE		
0001668172-22-000001	021-459658               	22-SEP-2022		X0708	D	LIVE		
0001683168-22-006537	021-459657               	22-SEP-2022		X0708	D	LIVE		
0001567619-22-017750	021-459656               	22-SEP-2022		X0708	D	LIVE		
0001944130-22-000001	021-459655               	22-SEP-2022		X0708	D	LIVE		
0001916991-22-000003	021-459654               	22-SEP-2022	2834	X0708	D	LIVE		
0001947683-22-000001	021-459653               	22-SEP-2022		X0708	D	LIVE		
0001947866-22-000001	021-459652               	22-SEP-2022		X0708	D	LIVE		
0001013594-22-000601	021-311785               	22-SEP-2022		X0708	D/A	LIVE		
0001945050-22-000001	021-459651               	22-SEP-2022		X0708	D	LIVE		
0001945628-22-000001	021-459650               	22-SEP-2022		X0708	D	LIVE		
0001947571-22-000001	021-459649               	22-SEP-2022		X0708	D	LIVE		
0001947780-22-000001	021-459648               	22-SEP-2022		X0708	D	LIVE		
0001947822-22-000001	021-459647               	22-SEP-2022		X0708	D	LIVE		
0001946789-22-000002	021-459646               	22-SEP-2022		X0708	D	LIVE		
0001814941-22-000002	021-459645               	22-SEP-2022		X0708	D	LIVE		
0001947701-22-000001	021-459644               	22-SEP-2022		X0708	D	LIVE		
0001868015-22-000001	021-459643               	22-SEP-2022		X0708	D	LIVE		
0001939394-22-000001	021-459642               	22-SEP-2022		X0708	D	LIVE		
0001873461-22-000001	021-413294               	22-SEP-2022		X0708	D/A	LIVE		
0001104659-22-102366	021-459641               	22-SEP-2022		X0708	D	LIVE		
0001315863-22-000626	021-415303               	22-SEP-2022		X0708	D/A	LIVE		
0001934859-22-000002	021-459640               	22-SEP-2022		X0708	D	LIVE		
0001011034-22-000003	021-459639               	22-SEP-2022	1040	X0708	D	LIVE		
0001685315-22-000001	021-459638               	22-SEP-2022		X0708	D	LIVE		
0001931123-22-000001	021-459637               	22-SEP-2022		X0708	D	LIVE		
0001876500-22-000001	021-414241               	22-SEP-2022		X0708	D/A	LIVE		
0001493152-22-026562	021-459636               	22-SEP-2022	2833	X0708	D	LIVE		
0001947781-22-000001	021-459635               	22-SEP-2022		X0708	D	LIVE		
0001946922-22-000001	021-459634               	22-SEP-2022		X0708	D	LIVE		
0001878052-22-000002	021-414181               	22-SEP-2022		X0708	D/A	LIVE		
0001723147-22-000001	021-459633               	22-SEP-2022		X0708	D	LIVE		
0001947823-22-000001	021-459632               	22-SEP-2022		X0708	D	LIVE		
0001362118-22-000065	021-459631               	22-SEP-2022		X0708	D	LIVE		
0001928722-22-000001	021-459630               	22-SEP-2022		X0708	D	LIVE		
0001737185-22-000001	021-345612               	22-SEP-2022		X0708	D/A	LIVE		
0001872829-22-000001	021-414627               	22-SEP-2022		X0708	D/A	LIVE		
0001535498-22-000001	021-459629               	22-SEP-2022		X0708	D	LIVE		
0001947672-22-000001	021-459628               	22-SEP-2022		X0708	D	LIVE		
0001833314-22-000002	021-459627               	22-SEP-2022		X0708	D	LIVE		
0001567619-22-017720	021-459626               	22-SEP-2022		X0708	D	LIVE		
0001935655-22-000002	021-459625               	22-SEP-2022		X0708	D	LIVE		
0001882096-22-000001	021-414189               	22-SEP-2022		X0708	D/A	LIVE		
0001884504-22-000001	021-414360               	22-SEP-2022		X0708	D/A	LIVE		
0001932614-22-000002	021-459624               	22-SEP-2022		X0708	D	LIVE		
0001878064-22-000001	021-414186               	22-SEP-2022		X0708	D/A	LIVE		
0001931044-22-000002	021-447960               	22-SEP-2022		X0708	D/A	LIVE		
0001935655-22-000001	021-459623               	22-SEP-2022		X0708	D	LIVE		
0001884505-22-000001	021-414358               	22-SEP-2022		X0708	D/A	LIVE		
0001848197-22-000002	021-396279               	22-SEP-2022		X0708	D/A	LIVE		
0001932612-22-000002	021-459622               	22-SEP-2022		X0708	D	LIVE		
0001942878-22-000001	021-459621               	22-SEP-2022		X0708	D	LIVE		
0001947684-22-000001	021-459620               	22-SEP-2022		X0708	D	LIVE		
0001947631-22-000001	021-459619               	22-SEP-2022		X0708	D	LIVE		
0001940581-22-000001	021-459617               	22-SEP-2022		X0708	D	LIVE		
0001209191-22-050998	021-459618               	22-SEP-2022		X0708	D	LIVE		
0001878050-22-000002	021-414188               	22-SEP-2022		X0708	D/A	LIVE		
0001947665-22-000001	021-459616               	22-SEP-2022		X0708	D	LIVE		
0001942964-22-000001	021-459615               	22-SEP-2022		X0708	D	LIVE		
0001947069-22-000002	021-459614               	22-SEP-2022		X0708	D	LIVE		
0001878058-22-000001	021-414183               	22-SEP-2022		X0708	D/A	LIVE		
0001947599-22-000001	021-459613               	22-SEP-2022		X0708	D	LIVE		
0001841099-22-000001	021-459612               	22-SEP-2022		X0708	D	LIVE		
0001945753-22-000002	021-458246               	22-SEP-2022		X0708	D/A	LIVE		
0001947112-22-000001	021-459611               	22-SEP-2022		X0708	D	LIVE		
0001209191-22-050993	021-459610               	22-SEP-2022		X0708	D	LIVE		
0001947643-22-000001	021-459609               	22-SEP-2022		X0708	D	LIVE		
0001947082-22-000003	021-459608               	22-SEP-2022		X0708	D	LIVE		
0001947082-22-000002	021-459607               	22-SEP-2022		X0708	D	LIVE		
0001947435-22-000001	021-459606               	22-SEP-2022		X0708	D	LIVE		
0001947082-22-000001	021-459605               	22-SEP-2022		X0708	D	LIVE		
0001947166-22-000001	021-459604               	22-SEP-2022		X0708	D	LIVE		
0001946415-22-000002	021-459603               	22-SEP-2022		X0708	D	LIVE		
0001947535-22-000001	021-459602               	22-SEP-2022		X0708	D	LIVE		
0001940872-22-000001	021-459601               	22-SEP-2022		X0708	D	LIVE		
0001062993-22-019854	021-459600               	22-SEP-2022		X0708	D	LIVE		
0001821379-22-000002	021-459599               	22-SEP-2022		X0708	D	LIVE		
0001897915-22-000001	021-459598               	22-SEP-2022		X0708	D	LIVE		
0001765489-22-000001	021-459597               	22-SEP-2022		X0708	D	LIVE		
0001914691-22-000002	021-459596               	22-SEP-2022		X0708	D	LIVE		
0001513907-22-000001	021-320205               	22-SEP-2022		X0708	D/A	LIVE		
0001947175-22-000001	021-459595               	22-SEP-2022		X0708	D	LIVE		
0001928437-22-000001	021-459594               	22-SEP-2022		X0708	D	LIVE		
0001944615-22-000001	021-459593               	22-SEP-2022		X0708	D	LIVE		
0001413463-22-000004	021-109009               	22-SEP-2022		X0708	D/A	LIVE		
0000897069-22-000544	021-459592               	22-SEP-2022		X0708	D	LIVE		
0001410306-22-000005	021-107672               	22-SEP-2022		X0708	D/A	LIVE		
0001104659-22-102272	021-459591               	22-SEP-2022		X0708	D	LIVE		
0001347556-22-000004	021-84401                	22-SEP-2022		X0708	D/A	LIVE		
0001320813-22-000005	021-74987                	22-SEP-2022		X0708	D/A	LIVE		
0000919574-22-005638	021-459480               	22-SEP-2022		X0708	D/A	LIVE		
0001947452-22-000001	021-459590               	22-SEP-2022		X0708	D	LIVE		
0000899140-22-000711	021-459589               	22-SEP-2022		X0708	D	LIVE		
0001947679-22-000002	021-459587               	22-SEP-2022		X0708	D	LIVE		
0001437749-22-022903	021-459588               	22-SEP-2022		X0708	D	LIVE		
0001929572-22-000002	021-451832               	22-SEP-2022		X0708	D/A	LIVE		
0001567619-22-017715	021-459586               	22-SEP-2022		X0708	D	LIVE		
0001946459-22-000001	021-459585               	22-SEP-2022		X0708	D	LIVE		
0001939552-22-000001	021-459584               	22-SEP-2022		X0708	D	LIVE		
0001934697-22-000001	021-459583               	22-SEP-2022		X0708	D	LIVE		
0001013594-22-000600	021-459582               	22-SEP-2022		X0708	D	LIVE		
0001013594-22-000599	021-459581               	22-SEP-2022		X0708	D	LIVE		
0001393725-22-000199	021-127172               	22-SEP-2022		X0708	D/A	LIVE		
0001393725-22-000198	021-91054                	22-SEP-2022		X0708	D/A	LIVE		
0001393725-22-000197	021-379852               	22-SEP-2022		X0708	D/A	LIVE		
0001393725-22-000196	021-436703               	22-SEP-2022		X0708	D/A	LIVE		
0001062993-22-019851	021-459580               	22-SEP-2022		X0708	D	LIVE		
0001947471-22-000001	021-459579               	22-SEP-2022		X0708	D	LIVE		
0001947144-22-000001	021-459578               	22-SEP-2022		X0708	D	LIVE		
0001947582-22-000001	021-459577               	22-SEP-2022		X0708	D	LIVE		
0001946885-22-000001	021-459576               	22-SEP-2022		X0708	D	LIVE		
0001947646-22-000001	021-459575               	22-SEP-2022		X0708	D	LIVE		
0001947708-22-000002	021-459574               	22-SEP-2022		X0708	D	LIVE		
0001947706-22-000002	021-459573               	22-SEP-2022		X0708	D	LIVE		
0001945072-22-000001	021-459572               	22-SEP-2022		X0708	D	LIVE		
0001405086-22-000275	021-271320               	22-SEP-2022		X0708	D/A	LIVE		
0001947709-22-000002	021-459571               	22-SEP-2022		X0708	D	LIVE		
0001405086-22-000274	021-271428               	22-SEP-2022		X0708	D/A	LIVE		
0001405086-22-000273	021-104440               	22-SEP-2022		X0708	D/A	LIVE		
0001947585-22-000002	021-459570               	22-SEP-2022		X0708	D	LIVE		
0001405086-22-000272	021-249547               	22-SEP-2022		X0708	D/A	LIVE		
0001405086-22-000271	021-356324               	22-SEP-2022		X0708	D/A	LIVE		
0001946388-22-000001	021-459569               	22-SEP-2022		X0708	D	LIVE		
0001946666-22-000002	021-459555               	22-SEP-2022		X0708	D/A	LIVE		
0001947586-22-000002	021-459568               	22-SEP-2022		X0708	D	LIVE		
0001840213-22-000002	021-386121               	22-SEP-2022		X0708	D/A	LIVE		
0001947370-22-000001	021-459567               	22-SEP-2022		X0708	D	LIVE		
0001947671-22-000001	021-459566               	22-SEP-2022		X0708	D	LIVE		
0001947705-22-000002	021-459565               	22-SEP-2022		X0708	D	LIVE		
0001919656-22-000006	021-438876               	22-SEP-2022		X0708	D/A	LIVE		
0000919574-22-005636	021-459564               	22-SEP-2022		X0708	D	LIVE		
0000919574-22-005634	021-459563               	22-SEP-2022		X0708	D	LIVE		
0001947578-22-000002	021-459562               	22-SEP-2022		X0708	D	LIVE		
0001947577-22-000002	021-459561               	22-SEP-2022		X0708	D	LIVE		
0001947563-22-000001	021-459560               	22-SEP-2022		X0708	D	LIVE		
0001824882-22-000004	021-375951               	22-SEP-2022		X0708	D/A	LIVE		
0001507943-22-000050	021-375356               	22-SEP-2022		X0708	D/A	LIVE		
0001716819-22-000001	021-295013               	22-SEP-2022		X0708	D/A	LIVE		
0001567619-22-017713	021-459559               	22-SEP-2022		X0708	D	LIVE		
0001799335-22-000001	021-459558               	22-SEP-2022		X0708	D	LIVE		
0001939518-22-000002	021-459536               	22-SEP-2022		X0708	D/A	LIVE		
0001947159-22-000001	021-459557               	22-SEP-2022		X0708	D	LIVE		
0001947584-22-000002	021-459556               	22-SEP-2022		X0708	D	LIVE		
0001946666-22-000001	021-459555               	22-SEP-2022		X0708	D	LIVE		
0001824882-22-000003	021-414953               	22-SEP-2022		X0708	D/A	LIVE		
0001923623-22-000002	021-441834               	22-SEP-2022		X0708	D/A	LIVE		
0001947566-22-000001	021-459554               	22-SEP-2022		X0708	D	LIVE		
0001885195-22-000001	021-414941               	22-SEP-2022		X0708	D/A	LIVE		
0001824882-22-000002	021-376118               	22-SEP-2022		X0708	D/A	LIVE		
0001947463-22-000001	021-459553               	22-SEP-2022		X0708	D	LIVE		
0001787388-22-000002	021-348838               	22-SEP-2022		X0708	D/A	LIVE		
0001947641-22-000001	021-459552               	22-SEP-2022		X0708	D	LIVE		
0001824882-22-000001	021-376117               	22-SEP-2022		X0708	D/A	LIVE		
0001567619-22-017709	021-392468               	22-SEP-2022		X0708	D/A	LIVE		
0001787388-22-000001	021-348832               	22-SEP-2022		X0708	D/A	LIVE		
0001940813-22-000001	021-459551               	22-SEP-2022		X0708	D	LIVE		
0001567619-22-017707	021-459550               	22-SEP-2022		X0708	D	LIVE		
0001947616-22-000001	021-459549               	22-SEP-2022		X0708	D	LIVE		
0000898432-22-000583	021-459548               	22-SEP-2022		X0708	D	LIVE		
0001947513-22-000002	021-459547               	22-SEP-2022		X0708	D	LIVE		
0001894604-22-000017	021-426064               	22-SEP-2022		X0708	D/A	LIVE		
0000902664-22-004335	021-166150               	22-SEP-2022		X0708	D/A	LIVE		
0001946130-22-000001	021-459546               	22-SEP-2022		X0708	D	LIVE		
0001567619-22-017703	021-419169               	22-SEP-2022		X0708	D/A	LIVE		
0001941373-22-000001	021-459545               	22-SEP-2022		X0708	D	LIVE		
0001567619-22-017702	021-459544               	22-SEP-2022		X0708	D	LIVE		
0001947384-22-000002	021-459543               	22-SEP-2022		X0708	D	LIVE		
