ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001835107-22-000053	021-100027               	18-JUL-2022		X0708	D/A	LIVE		
0001935428-22-000001	021-452814               	18-JUL-2022		X0708	D	LIVE		
0001684574-22-000002	021-270792               	18-JUL-2022		X0708	D/A	LIVE		
0001808018-22-000002	021-407208               	18-JUL-2022		X0708	D/A	LIVE		
0001937851-22-000001	021-452813               	18-JUL-2022		X0708	D	LIVE		
0001855473-22-000001	021-395164               	18-JUL-2022		X0708	D/A	LIVE		
0001937928-22-000002	021-412079               	18-JUL-2022		X0708	D/A	LIVE		
0001924778-22-000002	021-442818               	18-JUL-2022		X0708	D/A	LIVE		
0001855312-22-000001	021-395163               	18-JUL-2022		X0708	D/A	LIVE		
0001699391-22-000001	021-282790               	18-JUL-2022		X0708	D/A	LIVE		
0001433060-22-000001	021-117323               	18-JUL-2022		X0708	D/A	LIVE		
0001699395-22-000001	021-282789               	18-JUL-2022		X0708	D/A	LIVE		
0001684574-22-000001	021-270794               	18-JUL-2022		X0708	D/A	LIVE		
0001424701-22-000001	021-113680               	18-JUL-2022		X0708	D/A	LIVE		
0001416785-22-000001	021-110512               	18-JUL-2022		X0708	D/A	LIVE		
0001932471-22-000001	021-452812               	18-JUL-2022		X0708	D	LIVE		
0000897069-22-000457	021-452811               	18-JUL-2022		X0708	D	LIVE		
0001416825-22-000001	021-110419               	18-JUL-2022		X0708	D/A	LIVE		
0001416817-22-000001	021-110411               	18-JUL-2022		X0708	D/A	LIVE		
0001835050-22-000001	021-452810               	18-JUL-2022		X0708	D	LIVE		
0001424675-22-000001	021-113654               	18-JUL-2022		X0708	D/A	LIVE		
0001327870-22-000004	021-452809               	18-JUL-2022		X0708	D	LIVE		
0001794159-22-000081	021-129903               	18-JUL-2022		X0708	D/A	LIVE		
0001467514-22-000002	021-138085               	18-JUL-2022		X0708	D/A	LIVE		
0001911367-22-000001	021-452808               	18-JUL-2022		X0708	D	LIVE		
0001930793-22-000001	021-452807               	18-JUL-2022		X0708	D	LIVE		
0001012975-22-000303	021-452806               	18-JUL-2022		X0708	D	LIVE		
0001859607-22-000004	021-452805               	18-JUL-2022		X0708	D	LIVE		
0001937940-22-000002	021-452804               	18-JUL-2022		X0708	D	LIVE		
0001938316-22-000001	021-452803               	18-JUL-2022		X0708	D	LIVE		
0001443120-22-000001	021-452802               	18-JUL-2022		X0708	D	LIVE		
0001823583-22-000001	021-452801               	18-JUL-2022		X0708	D	LIVE		
0000897069-22-000456	021-435080               	18-JUL-2022		X0708	D/A	LIVE		
0001932027-22-000001	021-452800               	18-JUL-2022		X0708	D	LIVE		
0001938331-22-000001	021-452799               	18-JUL-2022		X0708	D	LIVE		
0001859607-22-000003	021-452798               	18-JUL-2022		X0708	D	LIVE		
0001718730-22-000003	021-306877               	18-JUL-2022		X0708	D/A	LIVE		
0001934436-22-000003	021-449695               	18-JUL-2022		X0708	D/A	LIVE		
0001938423-22-000001	021-452797               	18-JUL-2022		X0708	D	LIVE		
0001567619-22-014108	021-428055               	18-JUL-2022		X0708	D/A	LIVE		
0001937928-22-000001	021-452796               	18-JUL-2022		X0708	D	LIVE		
0001938076-22-000001	021-452794               	18-JUL-2022		X0708	D	LIVE		
0001938427-22-000002	021-452795               	18-JUL-2022		X0708	D	LIVE		
0001938413-22-000001	021-452793               	18-JUL-2022		X0708	D	LIVE		
0001938361-22-000001	021-452792               	18-JUL-2022		X0708	D	LIVE		
0001938407-22-000001	021-452791               	18-JUL-2022		X0708	D	LIVE		
0001883666-22-000003	021-449091               	18-JUL-2022		X0708	D/A	LIVE		
0001938427-22-000001	021-452790               	18-JUL-2022		X0708	D	LIVE		
0001938422-22-000001	021-452789               	18-JUL-2022		X0708	D	LIVE		
0001938344-22-000001	021-452788               	18-JUL-2022		X0708	D	LIVE		
0001679415-22-000003	021-139727               	18-JUL-2022		X0708	D/A	LIVE		
0001889854-22-000002	021-420296               	18-JUL-2022		X0708	D/A	LIVE		
0001889847-22-000002	021-419582               	18-JUL-2022		X0708	D/A	LIVE		
0001937678-22-000001	021-452787               	18-JUL-2022		X0708	D	LIVE		
0001889829-22-000003	021-419580               	18-JUL-2022		X0708	D/A	LIVE		
0001382044-22-000001	021-420766               	18-JUL-2022		X0708	D/A	LIVE		
0001493152-22-019557	021-452786               	18-JUL-2022		X0708	D	LIVE		
0001864611-22-000046	021-452785               	18-JUL-2022		X0708	D	LIVE		
0001889845-22-000002	021-419581               	18-JUL-2022		X0708	D/A	LIVE		
0001926021-22-000002	021-452784               	18-JUL-2022		X0708	D	LIVE		
0001679415-22-000002	021-316988               	18-JUL-2022		X0708	D/A	LIVE		
0001938409-22-000001	021-452783               	18-JUL-2022		X0708	D	LIVE		
0001339688-22-000002	021-450650               	18-JUL-2022	1000	X0708	D/A	LIVE		
0001889818-22-000002	021-419578               	18-JUL-2022		X0708	D/A	LIVE		
0001938418-22-000001	021-452782               	18-JUL-2022		X0708	D	LIVE		
0001231919-22-000046	021-452781               	18-JUL-2022		X0708	D	LIVE		
0001937776-22-000001	021-452780               	18-JUL-2022		X0708	D	LIVE		
0001935444-22-000002	021-452779               	18-JUL-2022		X0708	D	LIVE		
0001231919-22-000045	021-452778               	18-JUL-2022		X0708	D	LIVE		
0001806974-22-000001	021-452777               	18-JUL-2022		X0708	D	LIVE		
0001567619-22-014105	021-452776               	18-JUL-2022	2834	X0708	D	LIVE		
0001747600-22-000001	021-317726               	18-JUL-2022		X0708	D/A	LIVE		
0001679415-22-000001	021-266930               	18-JUL-2022		X0708	D/A	LIVE		
0001818563-22-000001	021-372317               	18-JUL-2022		X0708	D/A	LIVE		
0001383457-22-000001	021-452775               	18-JUL-2022		X0708	D	LIVE		
0001818353-22-000001	021-371169               	18-JUL-2022		X0708	D/A	LIVE		
0001782688-22-000003	021-452774               	18-JUL-2022		X0708	D	LIVE		
0000919574-22-004267	021-52074                	18-JUL-2022		X0708	D/A	LIVE		
0001013594-22-000524	021-452773               	18-JUL-2022		X0708	D	LIVE		
0001818083-22-000001	021-371120               	18-JUL-2022		X0708	D/A	LIVE		
0001754523-22-000001	021-452772               	18-JUL-2022		X0708	D	LIVE		
0001798790-22-000002	021-357816               	18-JUL-2022		X0708	D/A	LIVE		
0001780481-22-000002	021-348955               	18-JUL-2022		X0708	D/A	LIVE		
0001936915-22-000001	021-452771               	18-JUL-2022		X0708	D	LIVE		
0001766746-22-000001	021-452770               	18-JUL-2022		X0708	D	LIVE		
0001790927-22-000012	021-441758               	18-JUL-2022		X0708	D/A	LIVE		
0001938441-22-000001	021-452769               	18-JUL-2022		X0708	D	LIVE		
0001775121-22-000003	021-372931               	18-JUL-2022		X0708	D/A	LIVE		
0000804563-22-000001	021-452768               	18-JUL-2022	6022	X0708	D	LIVE		
0001768043-22-000001	021-452767               	18-JUL-2022		X0708	D	LIVE		
0001758082-22-000003	021-340588               	18-JUL-2022		X0708	D/A	LIVE		
0001938419-22-000001	021-452766               	18-JUL-2022		X0708	D	LIVE		
0001514862-22-000001	021-156656               	18-JUL-2022		X0708	D/A	LIVE		
0001683546-22-000011	021-270238               	18-JUL-2022		X0708	D/A	LIVE		
0001663887-22-000001	021-452765               	18-JUL-2022		X0708	D	LIVE		
0001912859-22-000002	021-446570               	18-JUL-2022		X0708	D/A	LIVE		
0001764597-22-000002	021-333141               	18-JUL-2022		X0708	D/A	LIVE		
0001928290-22-000002	021-450631               	18-JUL-2022		X0708	D/A	LIVE		
0001567619-22-014102	021-407648               	18-JUL-2022		X0708	D/A	LIVE		
0001012975-22-000302	021-344462               	18-JUL-2022		X0708	D/A	LIVE		
0001937594-22-000001	021-452764               	18-JUL-2022		X0708	D	LIVE		
0001567619-22-014100	021-407646               	18-JUL-2022		X0708	D/A	LIVE		
0001934270-22-000001	021-449482               	18-JUL-2022		X0708	D/A	LIVE		
0001918848-22-000001	021-452763               	18-JUL-2022		X0708	D	LIVE		
0001938077-22-000001	021-452762               	18-JUL-2022		X0708	D	LIVE		
0001929698-22-000001	021-452761               	18-JUL-2022		X0708	D	LIVE		
0001937344-22-000001	021-452760               	18-JUL-2022		X0708	D	LIVE		
0001921914-22-000001	021-452759               	18-JUL-2022		X0708	D	LIVE		
0001783980-22-000001	021-379026               	18-JUL-2022		X0708	D/A	LIVE		
0001935641-22-000002	021-452758               	18-JUL-2022		X0708	D	LIVE		
0001935651-22-000001	021-452757               	18-JUL-2022		X0708	D	LIVE		
0001925602-22-000002	021-452755               	18-JUL-2022		X0708	D	LIVE		
0001567619-22-014098	021-452756               	18-JUL-2022		X0708	D	LIVE		
0001458754-22-000004	021-452754               	18-JUL-2022		X0708	D	LIVE		
0001808035-22-000001	021-452753               	18-JUL-2022		X0708	D	LIVE		
0001935641-22-000001	021-452752               	18-JUL-2022		X0708	D	LIVE		
0001743017-22-000001	021-314560               	18-JUL-2022		X0708	D/A	LIVE		
0001728388-22-000003	021-305520               	18-JUL-2022		X0708	D/A	LIVE		
0001784688-22-000001	021-355909               	18-JUL-2022		X0708	D/A	LIVE		
0001874711-22-000004	021-407525               	18-JUL-2022		X0708	D/A	LIVE		
0001874710-22-000001	021-407526               	18-JUL-2022		X0708	D/A	LIVE		
0001875298-22-000005	021-408350               	18-JUL-2022		X0708	D/A	LIVE		
0001938045-22-000003	021-452751               	18-JUL-2022		X0708	D	LIVE		
0001794723-22-000007	021-355505               	18-JUL-2022		X0708	D/A	LIVE		
0001937914-22-000002	021-452750               	18-JUL-2022		X0708	D	LIVE		
0001875294-22-000005	021-408347               	18-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002237	021-301859               	18-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002236	021-301860               	18-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002235	021-301855               	18-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002234	021-301856               	18-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002233	021-301857               	18-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002232	021-301858               	18-JUL-2022		X0708	D/A	LIVE		
0001846085-22-000001	021-389352               	18-JUL-2022		X0708	D/A	LIVE		
0001937914-22-000001	021-452749               	18-JUL-2022		X0708	D	LIVE		
0001879084-22-000001	021-410595               	18-JUL-2022		X0708	D/A	LIVE		
0001794719-22-000001	021-353903               	18-JUL-2022		X0708	D/A	LIVE		
0001938079-22-000001	021-452748               	18-JUL-2022		X0708	D	LIVE		
0001938405-22-000001	021-452747               	18-JUL-2022		X0708	D	LIVE		
0001884472-22-000011	021-414980               	18-JUL-2022		X0708	D/A	LIVE		
0001873301-22-000001	021-452746               	18-JUL-2022		X0708	D	LIVE		
0001927738-22-000001	021-452745               	18-JUL-2022		X0708	D	LIVE		
0001923512-22-000001	021-452744               	18-JUL-2022		X0708	D	LIVE		
0001905167-22-000002	021-444937               	18-JUL-2022		X0708	D/A	LIVE		
0001928696-22-000001	021-452743               	18-JUL-2022		X0708	D	LIVE		
0001845581-22-000002	021-393127               	18-JUL-2022		X0708	D/A	LIVE		
0001393725-22-000174	021-452742               	18-JUL-2022		X0708	D	LIVE		
0001567619-22-014093	021-406505               	18-JUL-2022		X0708	D/A	LIVE		
0001937909-22-000001	021-452741               	18-JUL-2022		X0708	D	LIVE		
0001938381-22-000001	021-452740               	18-JUL-2022		X0708	D	LIVE		
0001889939-22-000003	021-418184               	18-JUL-2022		X0708	D/A	LIVE		
0001937864-22-000002	021-452739               	18-JUL-2022		X0708	D	LIVE		
0001012975-22-000301	021-452738               	18-JUL-2022		X0708	D	LIVE		
0001741666-22-000001	021-452737               	18-JUL-2022		X0708	D	LIVE		
0001937494-22-000001	021-452736               	18-JUL-2022		X0708	D	LIVE		
0001938389-22-000001	021-452735               	18-JUL-2022		X0708	D	LIVE		
0001839556-22-000002	021-411402               	18-JUL-2022		X0708	D/A	LIVE		
0001925379-22-000001	021-452734               	18-JUL-2022		X0708	D	LIVE		
0001725048-22-000002	021-452733               	18-JUL-2022		X0708	D	LIVE		
0001915193-22-000001	021-452732               	18-JUL-2022		X0708	D	LIVE		
0001912411-22-000002	021-452731               	18-JUL-2022		X0708	D	LIVE		
0001937962-22-000002	021-452730               	18-JUL-2022		X0708	D	LIVE		
0001725048-22-000001	021-452729               	18-JUL-2022		X0708	D	LIVE		
0001867498-22-000002	021-222820               	18-JUL-2022		X0708	D/A	LIVE		
0001915013-22-000001	021-452728               	18-JUL-2022		X0708	D	LIVE		
0001937965-22-000002	021-452727               	18-JUL-2022		X0708	D	LIVE		
0001062993-22-016421	021-452726               	18-JUL-2022		X0708	D	LIVE		
0001780811-22-000001	021-344454               	18-JUL-2022		X0708	D/A	LIVE		
0001012975-22-000300	021-199480               	18-JUL-2022		X0708	D/A	LIVE		
0001938372-22-000002	021-452725               	18-JUL-2022		X0708	D	LIVE		
0001936778-22-000001	021-452724               	18-JUL-2022		X0708	D	LIVE		
0001473698-22-000001	021-135122               	18-JUL-2022		X0708	D/A	LIVE		
0001461028-22-000002	021-452723               	18-JUL-2022		X0708	D	LIVE		
0001935359-22-000001	021-452722               	18-JUL-2022		X0708	D	LIVE		
0001461028-22-000001	021-452721               	18-JUL-2022		X0708	D	LIVE		
0001821223-22-000001	021-452720               	18-JUL-2022		X0708	D	LIVE		
0001012975-22-000299	021-199481               	18-JUL-2022		X0708	D/A	LIVE		
0001721351-22-000001	021-452719               	18-JUL-2022		X0708	D	LIVE		
0001850189-22-000002	021-125539               	18-JUL-2022		X0708	D/A	LIVE		
0001934275-22-000002	021-452718               	18-JUL-2022		X0708	D	LIVE		
0001934274-22-000001	021-452717               	18-JUL-2022		X0708	D	LIVE		
0001911865-22-000009	021-437097               	18-JUL-2022		X0708	D/A	LIVE		
0001925650-22-000001	021-452716               	18-JUL-2022		X0708	D	LIVE		
0001850189-22-000001	021-406416               	18-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003625	021-181403               	18-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003624	021-181353               	18-JUL-2022		X0708	D/A	LIVE		
0001721491-22-000001	021-452715               	18-JUL-2022		X0708	D	LIVE		
0001936956-22-000002	021-452714               	18-JUL-2022		X0708	D	LIVE		
0001938104-22-000001	021-452713               	18-JUL-2022		X0708	D	LIVE		
0001927755-22-000002	021-452712               	18-JUL-2022		X0708	D	LIVE		
0001387131-22-007747	021-452711               	18-JUL-2022		X0708	D	LIVE		
0001938353-22-000001	021-452710               	18-JUL-2022		X0708	D	LIVE		
0001938253-22-000001	021-452709               	18-JUL-2022		X0708	D	LIVE		
0001937480-22-000001	021-452708               	18-JUL-2022		X0708	D	LIVE		
0001315863-22-000521	021-401885               	18-JUL-2022		X0708	D/A	LIVE		
0001934620-22-000001	021-452706               	18-JUL-2022		X0708	D	LIVE		
0001923181-22-000001	021-452694               	18-JUL-2022		X0708	D	LIVE		
0001096906-22-001640	021-452695               	18-JUL-2022		X0708	D	LIVE		
0001927387-22-000001	021-452696               	18-JUL-2022		X0708	D	LIVE		
0001918807-22-000002	021-452697               	18-JUL-2022		X0708	D	LIVE		
0001938337-22-000002	021-452698               	18-JUL-2022		X0708	D	LIVE		
0001927386-22-000003	021-452699               	18-JUL-2022		X0708	D	LIVE		
0001938163-22-000002	021-452582               	18-JUL-2022		X0708	D/A	LIVE		
0001937877-22-000002	021-452692               	18-JUL-2022		X0708	D	LIVE		
0001937906-22-000003	021-452693               	18-JUL-2022		X0708	D	LIVE		
0001213900-22-039752	021-452705               	18-JUL-2022	7990	X0708	D	LIVE		
0001938301-22-000001	021-452703               	18-JUL-2022		X0708	D	LIVE		
0001799030-22-000001	021-452701               	18-JUL-2022		X0708	D	LIVE		
0001794159-22-000079	021-370059               	18-JUL-2022		X0708	D/A	LIVE		
0001794159-22-000080	021-370247               	18-JUL-2022		X0708	D/A	LIVE		
0001924612-22-000001	021-452702               	18-JUL-2022		X0708	D	LIVE		
0001731453-22-000005	021-452700               	18-JUL-2022		X0708	D	LIVE		
0001794159-22-000078	021-314037               	18-JUL-2022		X0708	D/A	LIVE		
0001567619-22-014080	021-406521               	18-JUL-2022		X0708	D/A	LIVE		
0001104659-22-080296	021-452580               	18-JUL-2022		X0708	D/A	LIVE		
0001482316-22-000001	021-291702               	18-JUL-2022		X0708	D/A	LIVE		
0001938327-22-000001	021-452707               	18-JUL-2022		X0708	D	LIVE		
0001938300-22-000001	021-452704               	18-JUL-2022		X0708	D	LIVE		
0001665321-22-000001	021-452691               	15-JUL-2022		X0708	D	LIVE		
0001828867-22-000001	021-452690               	15-JUL-2022		X0708	D	LIVE		
0001938336-22-000001	021-452689               	15-JUL-2022		X0708	D	LIVE		
0001927386-22-000002	021-452688               	15-JUL-2022		X0708	D	LIVE		
0001937906-22-000002	021-452687               	15-JUL-2022		X0708	D	LIVE		
0001393725-22-000173	021-407404               	15-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002224	021-427432               	15-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002223	021-427431               	15-JUL-2022		X0708	D/A	LIVE		
0001567619-22-014076	021-452686               	15-JUL-2022		X0708	D	LIVE		
0001209191-22-042267	021-452685               	15-JUL-2022		X0708	D	LIVE		
0001927386-22-000001	021-452684               	15-JUL-2022		X0708	D	LIVE		
0001937886-22-000001	021-452683               	15-JUL-2022		X0708	D	LIVE		
0001936728-22-000001	021-452682               	15-JUL-2022		X0708	D	LIVE		
0001937526-22-000001	021-452681               	15-JUL-2022		X0708	D	LIVE		
0001818108-22-000001	021-370994               	15-JUL-2022		X0708	D/A	LIVE		
0001937140-22-000001	021-452680               	15-JUL-2022		X0708	D	LIVE		
0001938335-22-000003	021-452679               	15-JUL-2022		X0708	D	LIVE		
0001937888-22-000001	021-452678               	15-JUL-2022		X0708	D	LIVE		
0001938064-22-000002	021-452677               	15-JUL-2022		X0708	D	LIVE		
0001938334-22-000001	021-452676               	15-JUL-2022		X0708	D	LIVE		
0000943663-22-000106	021-372839               	15-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002221	021-424422               	15-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002220	021-424427               	15-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002219	021-424431               	15-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002218	021-424429               	15-JUL-2022		X0708	D/A	LIVE		
0001879765-22-000002	021-452675               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002217	021-452674               	15-JUL-2022		X0708	D	LIVE		
0000943663-22-000105	021-372781               	15-JUL-2022		X0708	D/A	LIVE		
0000950172-22-000115	021-406208               	15-JUL-2022		X0708	D/A	LIVE		
0001887499-22-000002	021-405023               	15-JUL-2022		X0708	D/A	LIVE		
0001916215-22-000002	021-452673               	15-JUL-2022		X0708	D	LIVE		
0001833886-22-000001	021-452672               	15-JUL-2022		X0708	D	LIVE		
0001937362-22-000001	021-452671               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002214	021-452670               	15-JUL-2022		X0708	D	LIVE		
0001885785-22-000002	021-452669               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002213	021-452668               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002212	021-452667               	15-JUL-2022		X0708	D	LIVE		
0001937624-22-000001	021-452666               	15-JUL-2022		X0708	D	LIVE		
0001567619-22-014067	021-213540               	15-JUL-2022		X0708	D/A	LIVE		
0000950142-22-002211	021-452665               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002210	021-452664               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002209	021-452663               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002208	021-452662               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002207	021-452661               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002206	021-452660               	15-JUL-2022		X0708	D	LIVE		
0001567619-22-014065	021-371056               	15-JUL-2022		X0708	D/A	LIVE		
0001937621-22-000001	021-452659               	15-JUL-2022		X0708	D	LIVE		
0001674834-22-000001	021-452658               	15-JUL-2022		X0708	D	LIVE		
0001883593-22-000001	021-421561               	15-JUL-2022		X0708	D/A	LIVE		
0001873234-22-000002	021-452657               	15-JUL-2022		X0708	D	LIVE		
0001405086-22-000211	021-161464               	15-JUL-2022		X0708	D/A	LIVE		
0001833889-22-000001	021-452656               	15-JUL-2022		X0708	D	LIVE		
0001405086-22-000210	021-171984               	15-JUL-2022		X0708	D/A	LIVE		
0000950103-22-012455	021-452655               	15-JUL-2022	3841	X0708	D	LIVE		
0001405086-22-000209	021-223767               	15-JUL-2022		X0708	D/A	LIVE		
0000932440-22-000042	021-447300               	15-JUL-2022		X0708	D/A	LIVE		
0001872869-22-000002	021-452654               	15-JUL-2022		X0708	D	LIVE		
0001458066-22-000002	021-127562               	15-JUL-2022		X0708	D/A	LIVE		
0001938230-22-000002	021-452653               	15-JUL-2022		X0708	D	LIVE		
0001458067-22-000002	021-127561               	15-JUL-2022		X0708	D/A	LIVE		
0001209191-22-042238	021-452652               	15-JUL-2022	0000	X0708	D	LIVE		
0001458069-22-000002	021-127560               	15-JUL-2022		X0708	D/A	LIVE		
0001315863-22-000520	021-452651               	15-JUL-2022		X0708	D	LIVE		
0001933745-22-000001	021-452650               	15-JUL-2022		X0708	D	LIVE		
0001938232-22-000001	021-452649               	15-JUL-2022		X0708	D	LIVE		
0001917598-22-000006	021-452648               	15-JUL-2022	6798	X0708	D	LIVE		
0001798174-22-000001	021-356861               	15-JUL-2022		X0708	D/A	LIVE		
0001936720-22-000001	021-452647               	15-JUL-2022		X0708	D	LIVE		
0001938145-22-000001	021-452646               	15-JUL-2022		X0708	D	LIVE		
0001938233-22-000001	021-452645               	15-JUL-2022		X0708	D	LIVE		
0001935477-22-000002	021-452644               	15-JUL-2022		X0708	D	LIVE		
0001933343-22-000001	021-452643               	15-JUL-2022		X0708	D	LIVE		
0001935540-22-000002	021-452642               	15-JUL-2022		X0708	D	LIVE		
0001938230-22-000001	021-452641               	15-JUL-2022		X0708	D	LIVE		
0001315863-22-000519	021-452640               	15-JUL-2022		X0708	D	LIVE		
0001932723-22-000003	021-452639               	15-JUL-2022		X0708	D	LIVE		
0001935351-22-000001	021-452638               	15-JUL-2022		X0708	D	LIVE		
0001937901-22-000002	021-452637               	15-JUL-2022		X0708	D	LIVE		
0001938098-22-000001	021-452636               	15-JUL-2022		X0708	D	LIVE		
0001937893-22-000002	021-452635               	15-JUL-2022		X0708	D	LIVE		
0001934468-22-000001	021-452634               	15-JUL-2022		X0708	D	LIVE		
0001937569-22-000001	021-452633               	15-JUL-2022		X0708	D	LIVE		
0001096906-22-001633	021-452632               	15-JUL-2022		X0708	D	LIVE		
0001937971-22-000002	021-452631               	15-JUL-2022		X0708	D	LIVE		
0001933138-22-000016	021-126024               	15-JUL-2022		X0708	D/A	LIVE		
0001935205-22-000001	021-452630               	15-JUL-2022		X0708	D	LIVE		
0001014687-22-000004	021-452629               	15-JUL-2022		X0708	D	LIVE		
0001887499-22-000001	021-452628               	15-JUL-2022		X0708	D	LIVE		
0001938312-22-000001	021-452627               	15-JUL-2022		X0708	D	LIVE		
0001937996-22-000002	021-452626               	15-JUL-2022		X0708	D	LIVE		
0001932935-22-000002	021-406661               	15-JUL-2022		X0708	D/A	LIVE		
0001627690-22-000001	021-229900               	15-JUL-2022		X0708	D/A	LIVE		
0001937567-22-000001	021-452625               	15-JUL-2022		X0708	D	LIVE		
0001938290-22-000001	021-452624               	15-JUL-2022		X0708	D	LIVE		
0001937998-22-000002	021-452623               	15-JUL-2022		X0708	D	LIVE		
0001772004-22-000001	021-452622               	15-JUL-2022		X0708	D	LIVE		
0000899140-22-000611	021-290825               	15-JUL-2022		X0708	D/A	LIVE		
0001315863-22-000518	021-452621               	15-JUL-2022		X0708	D	LIVE		
0001938054-22-000002	021-452620               	15-JUL-2022		X0708	D	LIVE		
0001691134-22-000003	021-452619               	15-JUL-2022		X0708	D	LIVE		
0001937336-22-000001	021-452618               	15-JUL-2022		X0708	D	LIVE		
0001660884-22-000003	021-442314               	15-JUL-2022		X0708	D/A	LIVE		
0001932723-22-000002	021-452617               	15-JUL-2022		X0708	D	LIVE		
0001826666-22-000001	021-452616               	15-JUL-2022		X0708	D	LIVE		
0000899140-22-000610	021-290824               	15-JUL-2022		X0708	D/A	LIVE		
0001938055-22-000002	021-452615               	15-JUL-2022		X0708	D	LIVE		
0001798819-22-000001	021-452614               	15-JUL-2022		X0708	D	LIVE		
0001864929-22-000004	021-406430               	15-JUL-2022		X0708	D/A	LIVE		
0001566114-22-000079	021-214803               	15-JUL-2022		X0708	D/A	LIVE		
0001901712-22-000003	021-433078               	15-JUL-2022		X0708	D/A	LIVE		
0001162033-22-000003	021-452613               	15-JUL-2022		X0708	D	LIVE		
0000950142-22-002196	021-290943               	15-JUL-2022		X0708	D/A	LIVE		
0001872954-22-000002	021-406428               	15-JUL-2022		X0708	D/A	LIVE		
0001012975-22-000297	021-452612               	15-JUL-2022		X0708	D	LIVE		
0001931757-22-000002	021-452611               	15-JUL-2022		X0708	D	LIVE		
0001937831-22-000001	021-452610               	15-JUL-2022		X0708	D	LIVE		
0001933461-22-000001	021-452609               	15-JUL-2022		X0708	D	LIVE		
0001649579-22-000001	021-314966               	15-JUL-2022		X0708	D/A	LIVE		
0001937568-22-000001	021-452608               	15-JUL-2022		X0708	D	LIVE		
0001012975-22-000296	021-452607               	15-JUL-2022		X0708	D	LIVE		
0001649577-22-000001	021-268619               	15-JUL-2022		X0708	D/A	LIVE		
0001485578-22-000001	021-141945               	15-JUL-2022		X0708	D/A	LIVE		
0001891782-22-000002	021-452606               	15-JUL-2022		X0708	D	LIVE		
0001493217-22-000001	021-143981               	15-JUL-2022		X0708	D/A	LIVE		
0001903971-22-000003	021-438751               	15-JUL-2022		X0708	D/A	LIVE		
0001567619-22-014059	021-379274               	15-JUL-2022		X0708	D/A	LIVE		
0001938282-22-000001	021-452605               	15-JUL-2022		X0708	D	LIVE		
0001932861-22-000001	021-452604               	15-JUL-2022		X0708	D	LIVE		
0001771768-22-000003	021-344369               	15-JUL-2022		X0708	D/A	LIVE		
0001013594-22-000522	021-221001               	15-JUL-2022		X0708	D/A	LIVE		
0001707148-22-000003	021-405925               	15-JUL-2022		X0708	D/A	LIVE		
0001935782-22-000001	021-316875               	15-JUL-2022		X0708	D/A	LIVE		
0001820370-22-000001	021-372865               	15-JUL-2022		X0708	D/A	LIVE		
0001932935-22-000001	021-452603               	15-JUL-2022		X0708	D	LIVE		
0001932252-22-000001	021-452602               	15-JUL-2022		X0708	D	LIVE		
0001938320-22-000001	021-452601               	15-JUL-2022		X0708	D	LIVE		
0001602514-22-000001	021-213903               	15-JUL-2022		X0708	D/A	LIVE		
0001707148-22-000002	021-334013               	15-JUL-2022		X0708	D/A	LIVE		
0001864929-22-000003	021-452600               	15-JUL-2022		X0708	D	LIVE		
0001702895-22-000002	021-288010               	15-JUL-2022		X0708	D/A	LIVE		
0001771768-22-000002	021-344368               	15-JUL-2022		X0708	D/A	LIVE		
0001926021-22-000001	021-452599               	15-JUL-2022		X0708	D	LIVE		
0001829164-22-000001	021-379923               	15-JUL-2022		X0708	D/A	LIVE		
0001771768-22-000001	021-344370               	15-JUL-2022		X0708	D/A	LIVE		
0001707148-22-000001	021-288761               	15-JUL-2022		X0708	D/A	LIVE		
0001678483-22-000001	021-266563               	15-JUL-2022		X0708	D/A	LIVE		
0001911994-22-000004	021-435005               	15-JUL-2022		X0708	D/A	LIVE		
0001830932-22-000012	021-379520               	15-JUL-2022		X0708	D/A	LIVE		
0001829601-22-000002	021-379227               	15-JUL-2022		X0708	D/A	LIVE		
0001879785-22-000057	021-452598               	15-JUL-2022		X0708	D	LIVE		
